Title,id,WEBサイトのアドレス,開催年度,"単日/複数日 - 期間",開催時間,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,主催,共催,協賛,協力,後援,期間_date,期間_date_to,単日/複数日_date
"TOP メイン会場・ガイドツアー",1982,https://www.yebizo.com/jp/program/detail/11-03,2016,単日/複数日,20170210,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社,サッポロ不動産開発株式会社|公益財団法人日仏会館,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM","20170216,20170223"
"TOP Museum Guided Tour: EnglishVersion",1983,https://www.yebizo.com/jp/program/detail/11-04,2016,単日/複数日,20170210,20170226,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",東京都|東京都写真美術館|アーツカウンシル東京|日本経済新聞社,サッポロ不動産開発株式会社|公益財団法人日仏会館,全日本空輸株式会社|オーストラリア大使館|オーストリア大使館|オーストリア文化フォーラム|サッポロビール株式会社|東京都写真美術館支援会員,KyotoDU|ぴあ株式会社|ドゥービー・カンパニー株式会社|株式会社トリプルセブン・インタラクティブ|株式会社ロボット,"ＴＢＳ|J-WAVE 81.3FM","20170219,20170222"
"勅使川原三郎 新作 フランス・ツアー",1989,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/29404/,2016,期間,20170124,20170306,"a:1:{s:4:""time"";b:0;}",,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""8296"";s:6:""備考"";s:0:"""";}","有限会社 カラス",,,,,
プロジェクト大山　新作公演「それでも　おどって」,1993,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15712/,2016,期間,20161021,20161023,"a:1:{s:4:""time"";b:0;}",3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}",プロジェクト大山,,,,,
コンドルズ×あうるすぽっと　大赤字コンテンポラリーダンスフェスvol.1「可能性の獣たち2017」,1994,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/17636/,2016,期間,20170325,20170326,"a:1:{s:4:""time"";b:0;}",3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""564"";s:6:""備考"";s:0:"""";}",ROCKSTAR有限会社,,,,,
ダンス保育園！！,1995,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15650/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""190"";s:6:""備考"";s:0:"""";}",ダンス保育園！！,,,,,"20161002,20170225"
"コンテンポラリーダンス・ショーケース JAPAN +EAST ASIA",1999,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15641/,2016,期間,20170104,20170109,"a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""425"";s:6:""備考"";s:0:"""";}",一般社団法人ハイウッド,,,,,
"インフラ　INFRA -Between Musin and Arts, BetweenTokyo and Berlin",2001,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15610/,2016,期間,20160801,20160915,"a:1:{s:4:""time"";b:0;}",46,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""827"";s:6:""備考"";s:0:"""";}",EBM(T),,,,,
ホスピタルとデザイン展,2004,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15542/,2016,期間,20160719,20160725,"a:1:{s:4:""time"";b:0;}",7,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1948"";s:6:""備考"";s:0:"""";}",ホスピタルとデザイン展実行委員会,,,,,
"Art, Media and I, TOKYO（AMIT）2017",2006,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15546/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2000"";s:6:""備考"";s:0:"""";}",AMIT実行委員会,,,,,20170304
ジェイ・チュン＆キュウ・タケキ・マエダ展,2008,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15602/,2016,期間,20160429,20160521,"a:1:{s:4:""time"";b:0;}",23,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""506"";s:6:""備考"";s:0:"""";}",ジェイ・チュン＆キュウ・タケキ・マエダ実行委員会,,,,,
"Reborn Homes through my voice",2011,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15866/,2016,期間,20160401,20160422,"a:1:{s:4:""time"";b:0;}",20,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""200"";s:6:""備考"";s:0:"""";}","北條 知子",,,,,
泡とねばり、とうきょう,2013,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15580/,2016,期間,20160630,20170712,"a:1:{s:4:""time"";b:0;}",5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""200"";s:6:""備考"";s:0:"""";}",小野ハナ（当真さやか）,,,,,
アート産業市場『見える化』プロジェクト,2015,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15600/,2016,期間,20161001,20170430,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","一般社団法人 アート東京",,,,,
石塚元太良新作展『Demarcation』実行委員会,2018,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15725/,2016,期間,20170120,20170319,"a:1:{s:4:""time"";b:0;}",103,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1084"";s:6:""備考"";s:0:"""";}","石塚 元太良",,,,,
映画をめぐる視覚のあり方を問う新作映画制作,2021,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15862/,2016,期間,20161015,20170930,"a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""56"";s:6:""備考"";s:0:"""";}",インビジブル実行委員会,,,,,
"第十四回 飛鳥山薪能公演　及び　飛鳥山薪能 能楽鑑賞会",2023,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15995/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1897"";s:6:""備考"";s:0:"""";}",飛鳥山薪能実行委員会,,,,,20161016
徹の笛　̶第八回福原徹演奏会̶,2025,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15572/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""360"";s:6:""備考"";s:0:"""";}","福原 徹",,,,,20161130
「Ｗ.Ｂ.イエーツを魅了した能の演目から」ニューヨーク公演,2026,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15671/,2016,期間,20161119,20161120,"a:1:{s:4:""time"";b:0;}",5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""522"";s:6:""備考"";s:0:"""";}","公益財団法人 十四世六平太記念財団",,,,,
"第2回 今藤政太郎作品演奏会",2028,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15701/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""185"";s:6:""備考"";s:0:"""";}","今藤 政太郎",,,,,20161121
東京高円寺阿波おどり台湾公演2017,2029,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15821/,2016,期間,20160428,20160430,"a:1:{s:4:""time"";b:0;}",4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:5:""70000"";s:6:""備考"";s:0:"""";}",特定非営利活動法人東京高円寺阿波おどり振興協会,,,,,
"野坂操壽 × 沢井一恵「変絃自在」サンフランシスコ公演",2033,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/16049/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""494"";s:6:""備考"";s:0:"""";}","有限会社 邦楽ジャーナル",,,,,"20160510,20160512,20160513"
伝統・技・美のライブパフォーマンス「一粒萬倍」,2037,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15732/,2016,期間,20170111,20170119,"a:1:{s:4:""time"";b:0;}",,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""814"";s:6:""備考"";s:0:"""";}","特定非営利活動法人 チームいただきます",,,,,
"第七回 貴雅の会",2039,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15728/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""250"";s:6:""備考"";s:0:"""";}","藤間 貴雅",,,,,20161023
日本三曲協会定期公演　第3回　日本の響,2040,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15588/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""575"";s:6:""備考"";s:0:"""";}",公益社団法人日本三曲協会,,,,,20161029
"山本亜美 二十五絃箏リサイタル ～紡ぐ、箏　歌～",2042,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15072/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""75"";s:6:""備考"";s:0:"""";}","山本 亜美",,,,,20161102
"第2回 清元志寿子太夫　清元一太夫　清元演奏會",2043,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/16842/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""175"";s:6:""備考"";s:0:"""";}","清元 志寿子太夫",,,,,20161025
第三十四回　神楽坂をどり,2044,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15626/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1110"";s:6:""備考"";s:0:"""";}",東京神楽坂組合,,,,,20160415
IAFT16/17,2046,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15606/,2016,期間,20170201,,"a:1:{s:4:""time"";b:0;}",,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""450"";s:6:""備考"";s:0:"""";}","Interdisciplinary Art Festival Tokyo",,,,,
賞道のすすめ,2054,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15584/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",7,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""153"";s:6:""備考"";s:0:"""";}",小林美術科学,,,,,"20161025,20161129"
CINARS特別集中講義「カンパニーを国際化するための専門知識とメソッド」,2057,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15576/,2016,期間,20170204,20170207,"a:1:{s:4:""time"";b:0;}",4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""13"";s:6:""備考"";s:0:"""";}",特定非営利活動法人Explat,,,,,
"東京文化会館《響の森》vol. 39「ニューイヤーコンサート2017」",2058,http://www.t-bunka.jp/old/sponsership/spo_170103.html,2016,単日/複数日,,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2106"";s:6:""備考"";s:0:"""";}",東京文化会館,,,"公益財団法人 東京交響楽団",,20170103
演劇集団　円　公演　「Double　Tomorrow」,2060,,2017,期間,20170908,20170917,"a:1:{s:4:""time"";b:0;}",10,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1636"";s:6:""備考"";s:0:"""";}",アーツカウンシル東京,,,,,
伝統文化を東京からアジアへ広げようプロジェクト（竹と竹で結ぶ・和のかけ橋）,2061,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15796/,2016,期間,20170303,20170305,"a:1:{s:4:""time"";b:0;}",3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""2850"";s:6:""備考"";s:0:"""";}",NPO法人日本伝統文化推進協会,,,,,
バックステージツアー《舞台編》,2063,http://www.t-bunka.jp/old/sponsership/spo_161121.html,2016,単日/複数日,,,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""19:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""119"";s:6:""備考"";s:0:"""";}",東京文化会館|公益財団法人東京都交響楽団,,,,,20161121
こどもの城合唱団コンサート　～こどもたちからのサウンドメッセージ～,2075,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/13408/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""859"";s:6:""備考"";s:0:"""";}",特定非営利活動法人アートセラピー研究所DAM,,,,,20170205
舞台手話通訳付き公演のモデル上演および撮影会,2078,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/29315/,2016,単日/複数日,,,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""100"";s:6:""備考"";s:0:"""";}","特定非営利活動法人 シアター・アクセシビリティ・ネットワーク",,,,,20160706
劇団銅鑼公演ドラマファクトリーvol.10『短編集（仮）』　,2080,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/13421/,2016,期間,20160825,20160829,"a:1:{s:4:""time"";b:0;}",7,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""444"";s:6:""備考"";s:0:"""";}",劇団銅鑼,,,,,
子どもたちによるヘアカット　子どもと大人の関係性を問い直すソーシャリー・エンゲイジド・アート（SEA）・プロジェクト　（仮称）,2086,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/16740/,2016,期間,20170218,20170226,"a:1:{s:4:""time"";b:0;}",2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1619"";s:6:""備考"";s:0:"""";}","特定非営利活動法人 アート&amp;ソサイエティ研究センター",,,,,
アール・ブリュット立川2016～こころが描くアート展～,2090,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/13428/,2016,期間,20161019,20161023,"a:1:{s:4:""time"";b:0;}",5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""5225"";s:6:""備考"";s:0:"""";}",アール・ブリュット立川実行委員会,,,,,
オリジナル箏曲合奏プロジェクト,2093,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/13425/,2016,期間,20160501,20170331,"a:1:{s:4:""time"";b:0;}",,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""59"";s:6:""備考"";s:0:"""";}","公益社団法人 日本三曲協会",,,,,
“手話”で楽しむ能狂言鑑賞会,2094,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/13412/,2016,単日/複数日,20161021,"a:1:{s:4:""time"";b:0;}",1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""169"";s:6:""備考"";s:0:"""";}","公益財団法人 十四世六平太記念財団",,,,,,
"うたの住む家プロジェクト in 両国",2096,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15754/,2016,単日/複数日,"20161119,20170218,20170219,20170320,20170528,20170716,20170917,20170923,20170924","a:1:{s:4:""time"";b:0;}",9,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""174"";s:6:""備考"";s:0:"""";}",即興からめーる団,,,,,,
清姫道成寺　̶　純愛か、狂愛か。̶,2098,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/16022/,2016,期間,,"a:1:{s:4:""time"";b:0;}",5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""687"";s:6:""備考"";s:0:"""";}",社会福祉法人トット基金日本ろう者劇団,,,,,20160507,20161011
"シニア劇団かんじゅく座第11回公演「ねこら！ 2017」",2100,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/16015/,2016,期間,,"a:1:{s:4:""time"";b:0;}",5,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""590"";s:6:""備考"";s:0:"""";}","ＮＰＯ法人 シニア演劇ネットワーク",,,,,20160511,20160514
ホスピタルシアタープロジェクト2016～インクルージブ・シアターへの誘い（仮）,2102,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15762/,2016,期間,,"a:1:{s:4:""time"";b:0;}",4,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""137"";s:6:""備考"";s:0:"""";}",シアタープランニングネットワーク,,,,,20160311,20160313
インクルーシブ・ダンスの上演をコアとする連続的な「共創」のアートプログラム開発,2106,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/15766/,2016,期間,,"a:1:{s:4:""time"";b:0;}",27,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:4:""1469"";s:6:""備考"";s:0:"""";}",NPO法人みんなのダンスフィールド,,,,,20161001,20170831
「アートとソーシャルデザイン」連続トーク＆フォーラム,2109,https://www.artscouncil-tokyo.jp/ja/what-we-do/support/program/29451/,2016,期間,,"a:1:{s:4:""time"";b:0;}",,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:3:""100"";s:6:""備考"";s:0:"""";}","特定非営利活動法人 エイブル・アート・ジャパン",,,,,20160715,20160918
